job_vacancy,experience,location,college,skill1,skill2,skill3,skill4,skill5,level1,level2,level3,level4,level5,employed
15,13,56,72,60,43,34,17,44,1,5,3,0,4,2
96,29,23,66,95,67,65,23,59,3,1,5,4,5,1
51,23,28,93,62,25,81,76,3,2,3,3,0,4,1
58,19,10,98,65,47,89,28,49,0,2,1,5,2,2
77,10,94,98,67,91,87,55,71,0,2,1,2,5,2
18,30,65,22,88,69,62,53,12,5,3,2,3,1,2
71,29,62,87,26,60,89,11,22,5,2,4,3,1,1
7,28,11,46,92,53,42,93,27,4,3,4,2,1,2
67,22,75,96,21,4,43,15,43,4,5,3,2,4,1
36,30,17,44,93,57,46,87,88,3,2,1,3,2,1
73,21,62,89,40,36,17,48,68,2,5,2,1,2,2
12,33,77,98,25,71,61,57,68,2,4,1,2,0,1
87,5,3,48,76,86,30,30,4,4,0,3,0,5,2
35,34,0,48,65,91,87,77,13,2,4,0,3,5,1
66,19,53,9,85,10,5,67,49,5,2,4,0,4,1
47,0,10,66,87,74,88,12,62,1,2,0,3,5,2
75,29,0,33,56,69,78,65,57,2,4,1,4,3,2
74,19,70,35,85,75,64,5,76,4,3,0,4,1,2
85,16,5,27,20,83,66,23,31,3,0,1,0,5,2
89,36,23,84,57,99,30,53,7,1,0,5,4,4,1
27,0,84,84,36,4,20,36,16,4,0,2,5,5,2
65,7,20,45,77,1,81,37,23,3,1,5,5,3,1
69,16,10,96,46,87,17,24,4,2,4,0,3,5,2
60,24,19,19,84,46,35,75,3,4,3,3,5,4,2
20,22,54,33,95,58,51,66,97,4,1,4,3,3,2
70,24,43,3,31,38,52,17,50,4,1,2,2,0,1
10,37,3,13,93,20,39,4,76,4,4,4,5,4,1
84,36,89,53,86,80,14,88,93,0,5,4,1,5,2
23,21,77,86,26,46,80,15,39,0,4,3,0,1,2
43,12,75,2,80,92,0,2,26,3,3,5,0,4,2
75,40,60,40,55,62,81,60,25,4,2,3,3,3,2
5,0,93,49,95,75,39,89,78,5,0,2,5,1,2
87,36,68,18,5,94,70,20,35,3,0,0,3,2,2
90,1,78,6,73,67,86,67,46,0,0,2,0,4,1
90,6,12,64,50,38,50,93,35,2,0,0,0,3,1
6,35,46,69,74,16,57,62,4,1,1,3,1,2,1
78,10,0,10,23,54,83,34,23,1,3,2,2,1,1
77,29,66,19,12,55,88,17,4,5,4,0,4,0,2
19,17,42,8,47,94,41,96,76,5,4,1,5,4,1
4,26,65,36,89,5,26,69,44,4,2,2,1,4,1
76,23,66,27,78,50,99,47,96,4,5,4,0,1,2
7,14,40,58,31,43,67,81,6,1,0,3,2,2,2
76,24,46,89,22,95,75,51,7,2,3,1,1,1,1
51,12,28,95,69,58,99,31,35,5,0,3,2,2,2
6,38,79,62,88,40,13,56,8,3,5,5,5,0,1
47,8,83,65,21,91,22,61,36,1,1,4,1,4,2
15,9,22,70,64,85,67,3,28,3,5,1,0,5,1
51,5,90,76,49,15,11,58,85,1,0,2,1,0,2
83,39,98,51,8,77,15,56,71,0,1,5,3,0,1
27,22,80,81,8,98,25,63,10,3,2,4,3,5,2
67,27,37,12,47,34,20,12,12,4,2,1,2,0,2
35,11,90,36,83,76,44,24,51,0,5,2,2,1,2
78,2,93,97,37,36,97,45,2,4,1,0,2,5,2
68,30,8,70,83,22,53,12,32,5,1,2,2,0,2
7,6,79,98,61,73,74,14,51,5,4,5,1,5,2
96,11,3,80,2,64,20,89,94,3,0,0,5,5,2
77,16,90,92,43,16,6,36,73,3,4,1,3,5,1
34,7,23,74,97,81,91,86,72,4,3,5,5,3,1
18,6,91,76,84,88,24,1,74,2,1,0,4,5,1
83,23,24,71,23,0,15,11,26,2,1,4,2,0,1
95,8,99,99,56,27,87,88,21,0,1,1,4,0,1
83,39,10,8,83,95,80,14,9,0,1,5,2,3,1
11,20,25,15,45,68,3,67,1,4,2,2,1,1,1
54,21,61,82,80,47,7,46,78,3,3,4,4,5,2
61,38,46,22,79,68,76,32,36,1,1,4,2,2,1
17,7,5,30,47,92,4,3,22,4,2,2,5,1,1
7,28,60,51,45,26,93,46,23,4,2,2,2,4,2
11,30,41,25,49,5,65,47,98,2,5,0,2,1,2
48,25,7,50,0,10,14,52,40,5,3,4,4,3,2
75,21,84,1,37,86,22,96,14,4,2,2,0,2,1
63,23,81,61,26,5,60,4,0,3,3,1,0,1,1
41,12,75,51,49,46,12,49,93,0,4,5,0,0,2
55,24,99,53,67,91,90,14,61,0,5,5,4,4,2
16,14,30,64,73,39,20,64,90,4,1,3,0,0,2
99,13,60,84,35,37,93,48,47,3,2,3,2,2,1
62,38,94,64,60,77,45,10,80,0,3,4,4,2,2
39,6,16,60,10,19,97,4,78,2,0,3,1,4,2
16,35,64,43,31,93,45,53,18,1,1,5,3,1,2
39,26,6,47,33,29,44,91,19,3,0,4,5,4,1
16,24,53,47,38,88,92,84,46,4,3,1,0,5,2
83,23,57,49,25,11,37,29,71,2,4,2,0,3,2
73,12,46,87,5,31,55,52,24,1,2,1,2,4,1
95,38,52,3,68,52,35,75,91,3,2,3,5,5,2
60,28,69,82,5,34,15,84,61,2,5,5,1,2,1
5,1,79,70,24,57,94,9,86,5,1,4,2,1,1
35,23,71,59,36,25,40,10,91,3,1,0,4,4,2
1,36,44,32,57,30,46,34,61,0,5,4,3,4,1
90,25,71,53,59,12,69,85,81,4,2,4,2,3,1
6,7,80,95,26,82,40,76,66,1,2,1,5,5,2
47,6,68,95,43,70,89,56,31,3,0,0,1,2,1
8,36,47,26,40,75,14,24,33,0,0,2,2,2,2
19,28,64,77,99,87,16,19,87,3,3,1,1,1,2
84,10,19,26,86,22,72,68,6,1,3,1,0,0,2
93,40,2,22,42,74,3,62,60,2,2,3,2,0,2
43,11,90,73,43,57,41,82,19,2,5,3,4,0,1
81,5,44,3,52,91,86,17,26,1,2,5,0,1,2
63,34,33,56,97,68,20,52,51,1,5,4,1,0,2
14,40,61,81,66,64,15,24,34,1,2,2,5,3,1
72,10,88,83,44,66,68,7,76,0,2,3,2,5,2
67,19,19,1,19,58,0,97,52,4,2,4,1,4,2
5,26,8,25,94,54,71,62,9,0,1,4,1,1,1
96,7,39,75,27,91,48,79,31,0,1,4,0,3,2
61,36,87,32,7,17,23,81,95,1,0,1,4,0,1
77,18,47,9,80,49,74,94,68,4,0,3,0,4,1
22,26,27,58,79,10,15,91,72,5,0,2,4,3,1
27,36,49,39,65,97,81,12,58,0,0,5,3,2,2
81,23,38,94,16,70,79,91,83,4,0,4,2,5,1
77,31,29,10,76,87,59,26,54,3,4,3,2,5,2
72,6,68,69,5,15,56,75,67,4,2,5,3,1,1
77,27,88,7,93,17,33,42,17,3,3,4,1,5,1
8,16,30,30,61,18,50,79,80,0,3,5,4,3,1
30,9,25,20,85,27,60,65,82,3,2,5,0,1,1
98,3,46,11,64,93,56,59,12,1,0,5,4,3,2
3,20,83,80,5,8,57,92,22,2,2,2,2,0,1
22,31,90,75,99,37,67,56,23,0,2,2,4,0,2
8,14,40,32,94,21,31,17,24,3,4,0,3,2,1
10,9,83,17,13,74,24,74,99,0,4,3,1,2,2
17,16,32,86,87,80,71,24,23,5,1,1,0,1,2
82,2,95,19,19,81,2,42,43,2,0,0,1,5,2
49,0,75,22,62,94,3,35,68,5,2,5,5,3,2
31,12,70,1,44,49,10,44,33,4,5,4,3,0,2
83,3,84,94,19,13,19,42,12,2,3,4,4,1,1
62,27,9,63,10,66,64,66,13,3,0,3,2,2,1
62,25,94,15,63,35,23,98,9,3,2,4,4,4,1
28,5,63,6,16,75,12,91,40,2,4,3,3,2,1
78,4,18,6,5,22,77,85,5,1,1,1,1,0,2
66,19,4,51,74,55,62,62,29,3,3,1,2,1,2
27,3,98,2,93,10,4,87,64,1,3,0,5,4,1
10,22,49,52,83,20,18,79,77,5,2,1,4,4,1
19,1,57,19,36,28,13,0,31,2,0,0,0,5,2
76,25,78,78,20,83,73,28,35,4,3,3,0,0,2
70,16,64,44,47,25,19,56,7,1,0,3,5,0,1
15,37,16,0,13,7,16,69,75,4,1,3,5,2,1
81,20,16,47,66,67,64,24,9,1,3,5,3,1,1
43,17,85,32,6,33,48,80,87,1,4,2,3,2,1
58,18,67,38,81,60,74,10,14,2,0,4,3,4,1
38,23,56,20,43,23,37,51,37,5,5,1,2,2,2
46,24,63,44,67,47,10,9,18,5,3,2,0,3,1
85,10,28,18,68,24,17,11,1,2,2,3,4,4,2
53,25,89,27,43,83,13,65,92,5,1,1,1,3,2
33,36,97,98,62,62,48,74,69,3,5,1,5,0,1
41,38,63,11,27,86,74,46,81,3,3,0,4,2,2
17,4,57,36,4,24,37,62,4,0,0,3,4,4,2
95,10,77,88,44,24,65,15,16,2,2,3,0,0,1
21,9,18,47,44,91,61,23,80,0,2,3,4,3,1
10,5,12,57,36,46,37,14,47,5,2,3,1,1,1
13,16,91,10,34,26,94,92,1,5,2,4,1,1,1
89,7,11,42,23,4,74,75,50,2,0,2,3,4,2
53,4,97,66,14,53,91,3,69,3,0,2,1,5,1
59,23,67,26,31,7,99,22,93,3,4,1,5,0,1
65,40,61,77,34,71,8,54,94,0,4,0,5,1,2
74,29,33,79,49,75,38,43,2,3,3,1,2,2,2
92,0,56,89,68,42,2,60,58,0,1,1,0,1,1
77,8,98,9,18,16,71,61,27,3,2,0,2,4,1
40,31,68,63,47,72,72,75,46,1,2,0,5,1,2
49,28,8,14,80,54,49,76,7,3,1,3,3,4,2
94,18,70,52,65,76,73,77,18,2,4,0,3,1,1
20,6,52,73,8,61,83,84,72,2,1,4,0,0,2
91,7,14,98,62,28,75,79,93,0,3,3,5,3,1
4,9,40,24,35,93,54,96,96,0,0,5,3,5,1
42,21,26,52,64,87,80,3,5,3,0,4,5,2,2
56,22,35,27,2,84,72,52,10,1,0,4,4,1,1
64,15,2,11,96,68,21,47,40,2,1,0,2,2,2
0,40,92,3,81,34,69,68,90,2,1,5,3,1,2
10,3,1,89,24,18,33,55,46,5,5,1,4,4,2
23,37,69,71,79,16,88,5,82,4,5,5,5,0,2
11,40,36,96,89,9,9,9,43,4,2,0,3,3,2
42,23,49,99,88,18,86,14,49,0,0,3,2,5,1
94,4,96,21,30,89,72,56,20,3,4,1,3,3,2
78,25,57,45,6,79,44,23,75,2,5,5,4,3,1
69,27,75,71,79,55,43,54,40,0,3,5,5,5,1
45,31,85,87,29,8,46,61,9,4,2,3,5,1,2
28,39,6,95,82,96,92,23,9,1,3,1,0,4,2
71,6,82,87,30,11,43,9,68,4,0,0,3,1,1
45,38,45,78,98,24,41,91,33,1,3,0,4,1,2
37,38,63,97,4,91,75,60,84,4,3,3,0,0,1
73,39,82,87,92,44,45,8,90,2,2,4,5,4,1
56,17,33,42,75,91,52,37,33,1,3,5,2,4,2
29,35,80,43,23,88,88,73,62,4,0,2,3,2,1
7,30,43,46,52,69,99,69,14,0,5,3,1,0,1
76,15,23,88,98,38,8,35,8,1,0,1,4,3,2
43,39,13,52,7,95,87,2,12,1,0,3,3,1,1
79,2,21,28,43,66,6,88,68,2,2,3,1,2,2
99,34,21,18,4,75,17,7,58,0,5,5,1,0,2
2,24,12,18,45,41,36,65,32,3,3,0,5,5,2
98,36,77,4,3,30,34,21,62,3,3,0,5,0,2
16,26,4,75,98,11,59,28,95,2,0,3,1,1,2
3,7,98,99,83,73,90,95,95,0,0,2,3,2,2
64,31,62,61,27,71,35,69,28,0,4,3,1,3,1
56,30,38,54,5,73,72,93,82,3,5,0,3,2,2
40,13,78,71,22,55,80,91,39,5,3,5,4,1,2
82,30,6,43,96,88,60,18,11,1,4,2,4,0,1
30,30,7,31,14,24,87,97,16,3,5,2,5,5,2
97,3,90,20,10,9,66,27,10,4,0,4,5,2,2
88,3,37,2,57,81,44,46,75,0,2,2,2,2,1
30,1,91,2,76,97,50,34,71,0,5,2,5,3,1
77,19,47,50,77,78,76,0,1,5,5,5,3,2,1
32,36,74,37,37,74,86,13,84,0,2,3,3,0,2
56,23,58,34,12,94,55,33,94,1,0,3,1,0,2
66,15,47,97,61,67,1,3,15,4,2,4,3,4,1
73,18,58,58,7,18,38,50,38,4,2,5,3,2,1
95,38,21,91,88,67,81,50,61,5,3,5,1,5,2
93,18,85,63,6,88,19,69,0,3,5,4,1,4,2
1,8,36,98,38,86,10,11,23,1,1,5,4,4,2
90,30,30,95,38,28,48,76,14,1,0,0,0,3,1
89,6,32,24,21,78,44,39,37,3,0,5,1,3,2
57,1,59,37,27,0,43,8,50,0,0,1,2,5,1
47,3,50,53,74,63,77,36,94,0,0,1,5,5,1
45,17,63,74,57,94,11,16,71,5,0,5,2,5,2
68,33,70,69,38,94,70,39,6,3,1,2,4,5,1
28,32,23,51,1,99,86,91,57,0,1,2,3,4,1
92,39,42,50,62,34,60,17,4,0,5,3,5,0,2
19,33,59,27,83,11,79,25,27,3,3,4,4,2,1
52,35,79,89,77,74,66,60,97,3,3,2,2,4,1
76,31,49,79,56,18,94,15,58,4,2,1,5,5,2
32,1,67,9,19,3,43,1,20,5,3,4,0,1,2
51,18,78,71,51,56,41,10,70,1,2,1,2,5,1
46,2,38,73,44,43,89,7,67,1,2,4,1,0,1
49,39,65,30,13,39,59,60,97,4,5,3,5,1,2
19,32,99,99,94,31,13,44,80,5,5,0,1,2,1
67,6,26,41,13,83,48,45,57,2,0,5,0,5,1
91,17,7,69,33,36,88,87,81,3,3,2,5,5,1
93,23,13,15,43,86,63,58,31,1,2,1,4,3,2
49,11,11,55,32,69,73,36,93,4,4,5,4,3,2
40,14,38,92,16,57,72,57,48,3,1,1,1,1,2
93,3,7,56,84,84,22,31,53,1,4,4,1,1,2
99,24,55,73,17,10,1,31,18,5,2,4,3,0,2
61,13,57,43,0,39,42,38,65,1,5,1,4,0,1
92,17,7,54,59,45,24,9,39,0,1,4,3,5,1
43,24,81,30,65,24,56,57,71,2,3,5,5,3,1
54,9,8,2,61,69,87,62,0,3,3,0,4,2,2
64,16,51,51,24,35,88,36,44,0,1,3,3,3,2
46,11,15,43,95,73,58,74,25,4,3,3,4,1,1
89,25,6,96,52,90,81,84,11,0,2,3,5,1,1
66,30,22,80,27,93,25,97,4,2,1,4,5,3,1
92,23,4,69,12,71,41,93,79,5,3,5,0,3,1
83,23,89,15,41,85,97,96,2,4,1,4,1,3,1
64,17,53,76,54,28,3,40,6,4,5,0,5,3,2
20,40,68,19,26,11,71,61,56,5,3,3,2,3,2
45,18,59,18,27,71,60,60,97,0,0,2,5,1,2
87,9,16,96,65,73,98,93,28,4,2,4,4,1,1
69,37,41,18,96,67,20,38,46,2,3,5,5,0,1
74,14,24,92,50,49,27,79,93,3,2,2,4,5,2
68,39,44,1,28,14,96,67,34,0,4,0,4,5,2
0,30,71,17,1,89,17,81,89,3,3,1,4,3,2
77,28,25,66,45,55,81,50,97,1,3,3,2,5,2
47,24,71,94,6,95,40,80,93,5,5,5,1,5,1
40,25,75,47,34,11,73,21,85,3,3,1,3,5,2
47,4,81,4,7,20,1,65,40,2,1,5,0,5,1
53,26,37,58,55,34,28,28,78,1,5,0,0,4,1
10,12,22,98,90,37,52,6,83,4,2,3,5,3,1
34,20,32,96,81,89,34,72,72,5,2,5,4,2,2
64,39,9,26,3,73,99,54,73,5,0,2,3,4,2
14,27,15,60,78,57,18,80,98,2,0,0,3,4,2
73,10,10,22,26,95,39,89,46,0,3,5,5,0,2
58,30,66,71,82,40,81,24,93,1,5,1,5,5,2
81,31,0,71,22,37,51,72,98,2,1,3,4,4,2
98,0,42,89,49,96,22,94,11,4,0,4,1,2,1
60,29,43,26,34,21,78,8,18,0,0,1,5,2,1
32,12,75,90,94,35,86,29,58,3,1,4,5,4,1
2,16,28,21,9,62,77,55,31,1,3,0,2,3,1
86,19,54,1,56,78,42,79,11,2,2,2,0,0,2
5,6,44,72,3,40,39,54,70,2,3,5,0,5,1
77,21,19,12,3,51,78,34,39,5,4,4,4,2,1
65,39,68,81,15,63,23,19,31,1,0,3,5,1,2
8,6,0,74,87,57,88,74,90,5,5,2,5,2,1
70,36,28,48,29,83,73,53,82,1,5,1,4,5,2
89,17,55,48,88,59,42,89,6,1,0,0,5,0,1
5,34,33,12,86,96,72,56,18,4,0,4,1,1,2
41,33,59,71,34,81,63,15,22,1,5,1,5,0,2
93,6,4,91,3,90,92,56,65,4,0,2,1,2,1
40,4,20,55,14,83,74,6,70,3,4,2,5,4,1
36,7,17,32,32,72,93,17,96,0,1,3,4,0,1
66,24,71,83,43,62,69,26,93,0,0,4,2,2,2
72,36,90,4,46,40,72,16,40,4,0,1,4,5,2
90,15,30,81,93,52,17,37,43,1,5,0,4,0,1
42,17,4,9,80,30,24,64,79,5,5,2,5,3,1
1,29,80,0,23,96,55,50,90,1,1,4,2,3,2
4,22,9,16,28,97,27,92,91,1,4,1,5,1,1
26,5,54,33,73,62,95,35,89,3,0,4,0,0,2
98,1,5,25,25,92,0,93,17,5,4,1,3,2,2
62,15,25,34,64,35,43,51,80,4,4,3,5,4,2
56,4,23,45,38,81,79,71,20,1,4,3,5,0,2
45,19,8,55,6,17,28,54,54,5,3,3,5,0,1
16,10,97,63,50,2,2,45,87,0,2,2,5,2,1
16,0,17,80,71,34,59,68,62,2,5,0,4,3,1
61,8,54,21,92,41,6,18,21,2,5,1,3,1,2
21,2,97,54,9,18,94,51,31,5,3,5,0,5,2
82,37,28,76,76,90,78,67,75,0,0,5,4,5,2
53,34,65,53,49,95,31,24,91,2,1,4,3,3,1
37,2,37,12,53,57,41,68,97,4,3,3,0,5,2
91,33,82,89,81,81,10,71,0,4,1,2,0,0,2
14,22,23,82,35,55,52,19,1,0,0,2,0,0,1
40,29,62,65,64,17,17,54,74,0,0,1,3,2,1
64,36,67,16,15,61,37,39,6,3,5,1,4,4,2
52,23,59,65,68,32,66,65,12,0,2,4,2,3,2
98,40,25,87,12,76,66,63,51,0,5,1,3,3,2
6,33,49,68,54,80,31,89,23,3,2,1,4,3,2
52,20,65,45,23,25,78,84,69,0,2,2,4,0,1
97,40,71,93,61,30,39,22,1,3,2,0,0,3,1
40,14,90,45,52,49,51,81,71,3,3,3,1,3,2
86,40,19,99,88,84,24,20,0,3,1,4,3,1,1
30,11,18,87,27,98,43,92,56,0,4,5,4,1,2
10,2,24,10,22,80,38,38,85,3,0,3,3,3,2
99,10,39,60,84,37,85,39,25,3,2,4,4,5,2
84,27,22,79,90,50,53,74,16,2,0,3,0,1,1
96,33,42,37,98,52,21,3,2,2,5,2,1,5,1
14,7,87,99,23,33,69,61,40,5,1,0,2,1,2
82,40,97,31,97,6,56,35,13,4,2,5,1,2,2
0,10,94,3,65,22,51,13,26,2,1,4,1,0,2
84,34,91,94,72,39,20,75,75,4,4,0,0,4,1
43,29,11,2,2,33,53,60,27,2,3,1,5,3,1
90,4,49,71,55,17,97,46,84,4,1,2,1,1,2
71,17,62,62,69,84,5,76,17,1,3,0,5,2,2
67,23,80,33,25,27,12,12,6,0,4,2,0,4,1
26,27,2,33,96,7,27,37,69,5,4,0,3,3,2
17,8,27,40,49,53,33,27,25,0,5,2,1,1,1
71,12,5,88,63,1,10,51,0,5,0,2,0,2,2
75,2,54,26,60,33,51,62,11,4,0,1,4,1,2
21,17,56,99,32,34,84,5,84,5,4,1,5,2,2
59,2,23,56,14,6,10,23,93,1,1,2,3,1,1
15,30,53,90,22,88,17,21,41,2,2,5,1,1,1
96,6,62,53,16,27,19,85,91,1,4,5,4,5,2
7,40,4,26,45,84,75,50,64,1,0,3,1,1,2
26,3,59,66,56,78,22,34,46,0,5,5,4,0,1
12,17,27,18,47,94,80,37,6,3,0,3,0,5,2
96,0,44,72,56,5,90,59,83,5,5,2,4,4,2
13,30,83,27,70,11,9,36,34,5,3,1,0,2,1
28,8,80,43,72,57,36,97,65,4,3,4,3,5,2
73,35,90,72,34,29,32,59,7,0,0,4,3,4,2
30,17,94,76,8,23,28,83,52,0,5,1,2,2,1
4,28,91,89,76,54,9,47,13,1,2,4,4,3,2
56,21,5,76,88,60,48,41,78,2,4,0,3,1,1
75,6,3,0,67,95,59,94,17,0,3,4,3,4,1
39,16,98,35,43,36,49,27,72,3,2,5,5,0,1
45,14,75,28,82,61,8,14,33,1,2,1,1,4,2
70,26,75,92,74,72,77,34,97,4,2,0,2,4,1
54,17,98,58,73,38,42,63,62,4,0,2,5,2,2
12,7,34,28,69,82,40,43,59,4,5,4,5,5,1
58,17,36,2,45,38,87,78,89,2,3,0,1,3,1
11,35,59,85,2,61,10,30,15,1,2,4,0,5,1
72,17,56,58,13,27,24,89,2,4,4,3,0,3,2
47,13,12,68,89,82,21,46,60,3,2,5,5,1,1
0,6,31,61,46,7,46,9,55,0,1,3,1,0,2
20,4,68,91,57,66,76,32,60,5,0,2,1,5,1
66,3,21,92,56,44,16,46,29,5,1,1,5,4,1
76,3,27,0,35,98,85,7,73,0,3,2,1,0,1
50,1,24,72,22,39,6,83,35,0,4,4,3,4,1
17,36,27,77,97,96,33,36,28,0,3,2,0,2,1
75,35,90,40,7,13,79,3,58,0,0,3,5,3,1
76,12,92,33,73,9,63,22,21,4,0,3,2,3,1
53,2,91,41,21,67,27,44,76,1,2,5,4,0,1
52,6,47,63,21,86,92,62,75,0,5,5,3,3,2
70,27,77,87,68,94,21,34,99,1,2,4,3,3,2
7,4,5,36,82,94,92,92,86,0,0,4,2,0,1
24,11,80,36,83,46,5,58,82,4,3,1,2,4,2
61,10,97,79,25,28,39,92,81,3,4,4,4,2,2
54,12,33,70,18,83,57,44,53,1,2,3,2,2,2
76,25,77,14,61,6,1,78,80,2,2,1,1,5,1
28,24,22,9,50,43,35,53,0,4,1,5,1,3,2
29,22,14,48,99,90,44,84,71,0,0,2,4,0,2
69,28,45,37,32,14,84,89,59,5,2,5,5,1,2
96,3,6,12,11,57,63,36,49,0,4,5,0,4,1
64,20,57,93,22,23,56,29,27,2,1,0,5,3,1
4,10,61,33,1,93,67,33,70,1,3,2,4,4,2
93,15,84,47,45,41,23,83,47,0,3,4,0,5,2
66,12,12,11,18,3,59,47,7,3,0,5,2,1,1
52,11,45,57,9,52,68,70,85,3,1,1,1,0,2
93,38,55,58,98,31,51,11,81,2,1,5,1,2,2
51,38,90,45,32,85,2,33,58,1,1,3,5,0,2
58,4,12,65,3,98,72,53,77,1,1,4,1,0,2
3,34,42,25,59,14,54,32,66,2,3,5,5,2,2
56,6,98,40,88,66,95,65,73,1,5,1,5,1,1
8,31,20,48,83,76,40,31,16,3,4,1,5,2,1
67,20,94,2,96,44,74,76,44,0,0,1,4,1,1
39,24,7,71,6,13,62,98,68,4,2,5,4,5,2
51,10,36,26,81,28,37,63,0,3,4,5,1,0,1
99,13,84,4,0,16,74,93,12,3,1,5,3,3,2
42,36,13,27,39,29,41,37,44,0,1,4,0,3,1
76,1,89,0,14,41,79,1,35,5,0,2,3,2,2
45,1,66,41,4,62,72,70,62,5,5,2,5,4,2
0,25,76,17,32,99,55,43,51,5,5,2,0,1,1
79,13,57,40,83,14,86,13,28,0,2,0,5,5,1
42,12,73,30,3,2,43,61,51,1,0,2,4,2,1
7,33,31,43,99,95,24,9,53,2,1,0,0,5,2
64,39,36,28,56,44,52,69,3,0,0,5,4,2,1
7,9,68,27,17,43,78,54,21,5,2,4,1,4,1
58,17,13,25,31,43,39,18,94,4,5,3,5,2,1
9,36,24,42,96,90,4,97,8,1,1,5,3,3,2
24,4,81,24,4,51,52,39,47,4,4,0,0,1,2
10,9,96,43,12,5,22,25,65,1,5,2,4,0,2
41,28,16,6,94,28,30,52,95,1,4,5,1,1,2
52,7,48,44,12,74,75,85,37,1,5,1,5,4,2
4,30,41,93,63,70,4,86,40,1,1,5,0,4,1
95,5,43,42,83,15,63,38,68,5,5,0,3,5,1
53,11,69,16,52,68,99,13,61,0,2,4,0,5,1
25,28,91,27,47,26,8,66,69,4,1,2,4,3,1
41,3,4,68,14,26,19,33,13,5,4,1,1,0,2
54,15,77,19,37,17,21,41,42,2,4,4,0,1,1
10,22,77,5,64,3,29,72,75,0,1,2,3,1,2
71,17,62,70,94,16,15,20,13,1,1,2,5,0,1
14,10,27,21,95,72,40,55,22,3,3,3,2,0,2
68,14,30,90,20,70,69,51,65,4,1,0,0,5,2
96,9,6,49,29,23,79,29,65,3,5,4,2,2,1
71,25,56,80,53,67,1,42,23,4,5,4,3,0,1
52,35,69,79,63,27,79,80,89,0,5,1,5,3,2
32,25,34,24,11,40,12,95,64,0,0,4,0,0,1
94,31,92,52,33,4,43,5,63,4,2,5,1,0,2
0,33,84,72,43,80,94,2,94,0,2,2,4,0,2
7,20,50,96,29,62,68,26,7,4,0,5,1,5,1
80,35,43,37,58,26,96,93,58,5,4,2,4,2,2
79,35,98,70,72,7,21,4,11,4,0,1,0,4,1
25,9,91,8,27,56,97,47,41,5,3,4,4,5,2
9,18,27,22,51,8,59,95,92,0,2,5,1,5,2
61,7,17,70,74,21,72,23,0,3,5,5,1,3,2
29,9,59,20,30,63,4,34,73,3,5,4,0,1,1
17,1,91,10,96,90,58,74,47,4,0,4,0,4,2
36,19,95,61,69,66,68,65,7,0,4,4,2,4,2
39,16,46,30,11,1,66,11,94,4,5,1,3,2,2
46,36,72,69,80,30,19,40,56,1,4,3,2,1,1
29,5,79,27,28,4,10,3,10,0,5,5,0,4,2
9,26,56,42,36,26,67,11,79,3,1,1,3,4,2
47,36,82,85,23,83,84,47,36,3,5,2,3,5,1
84,4,87,31,43,64,12,73,99,5,2,1,4,3,2
38,28,59,16,66,74,13,64,7,2,4,3,4,1,2
15,10,98,9,7,30,66,27,35,5,1,0,2,2,2
99,9,81,45,13,29,36,44,28,3,5,3,3,5,2
53,17,71,78,48,90,74,41,26,1,2,4,5,3,1
75,32,68,54,10,91,84,21,68,5,4,5,3,3,1
65,18,7,60,91,58,48,31,47,5,4,4,4,0,1
14,7,30,81,44,20,50,82,31,4,2,5,5,3,2
36,40,8,43,84,37,80,35,86,1,5,5,0,0,2
9,0,96,62,29,16,6,51,27,4,4,4,5,4,1
78,8,12,67,96,30,41,49,56,1,1,3,2,2,1
30,26,45,29,31,18,96,18,25,3,0,5,1,0,1
59,18,33,51,69,91,56,85,40,1,0,2,1,5,1
31,25,3,6,89,60,47,63,38,0,1,0,4,4,2
13,16,16,48,94,70,12,22,73,4,4,4,1,5,1
28,5,90,99,30,96,64,78,35,3,3,3,4,5,2
80,24,7,50,9,70,23,65,80,3,2,4,0,0,2
54,24,91,77,55,44,69,56,24,3,3,2,0,1,1
24,10,61,22,91,34,34,44,38,3,1,4,5,1,2
61,38,15,77,2,43,95,75,74,0,4,0,1,2,1
7,5,77,11,76,95,80,6,67,5,1,2,5,4,1
50,20,54,89,53,10,10,18,64,0,3,3,0,4,1
22,24,70,49,66,7,24,68,98,2,0,1,3,5,2
80,31,62,35,98,96,28,50,82,2,4,5,1,5,1
52,16,89,36,37,79,18,20,80,0,0,2,3,5,1
83,15,40,77,28,79,52,64,1,5,1,5,3,1,1
52,34,64,84,42,98,71,78,64,5,5,3,0,5,1
88,37,29,13,25,54,83,53,99,1,2,3,5,1,2
1,5,40,19,68,0,78,81,87,0,3,1,3,2,1
38,15,19,80,96,16,50,17,30,0,3,2,3,5,1
61,18,20,31,19,37,38,0,36,2,3,5,0,1,2
97,2,11,7,41,7,70,65,74,4,5,0,5,4,2
33,27,75,41,96,6,69,40,89,2,1,4,2,1,1
76,39,7,35,58,31,7,44,60,0,4,1,5,4,2
67,38,43,78,66,99,13,43,72,1,0,4,3,3,2
11,23,37,35,19,20,53,9,12,0,4,3,2,5,2
72,7,80,40,77,85,38,62,1,4,2,2,5,0,1
23,7,80,5,82,70,74,97,70,3,0,3,2,4,1
94,31,52,22,87,52,37,84,40,2,2,1,2,3,2
75,5,19,99,78,72,21,98,35,3,1,3,1,0,2
26,31,40,76,76,74,80,29,9,1,4,2,4,4,2
